image,label
D:\dataset_chain\water\input0/train/3394.tif,D:\dataset_chain\water\input0/train_label/3394.tif
D:\dataset_chain\water\input0/train/3395.tif,D:\dataset_chain\water\input0/train_label/3395.tif
D:\dataset_chain\water\input0/train/3396.tif,D:\dataset_chain\water\input0/train_label/3396.tif
D:\dataset_chain\water\input0/train/3397.tif,D:\dataset_chain\water\input0/train_label/3397.tif
D:\dataset_chain\water\input0/train/3398.tif,D:\dataset_chain\water\input0/train_label/3398.tif
D:\dataset_chain\water\input0/train/3399.tif,D:\dataset_chain\water\input0/train_label/3399.tif
D:\dataset_chain\water\input0/train/3400.tif,D:\dataset_chain\water\input0/train_label/3400.tif
D:\dataset_chain\water\input0/train/3401.tif,D:\dataset_chain\water\input0/train_label/3401.tif
D:\dataset_chain\water\input0/train/3402.tif,D:\dataset_chain\water\input0/train_label/3402.tif
D:\dataset_chain\water\input0/train/3403.tif,D:\dataset_chain\water\input0/train_label/3403.tif
D:\dataset_chain\water\input0/train/3404.tif,D:\dataset_chain\water\input0/train_label/3404.tif
D:\dataset_chain\water\input0/train/3405.tif,D:\dataset_chain\water\input0/train_label/3405.tif
D:\dataset_chain\water\input0/train/3406.tif,D:\dataset_chain\water\input0/train_label/3406.tif
D:\dataset_chain\water\input0/train/3407.tif,D:\dataset_chain\water\input0/train_label/3407.tif
D:\dataset_chain\water\input0/train/3408.tif,D:\dataset_chain\water\input0/train_label/3408.tif
D:\dataset_chain\water\input0/train/3409.tif,D:\dataset_chain\water\input0/train_label/3409.tif
D:\dataset_chain\water\input0/train/3410.tif,D:\dataset_chain\water\input0/train_label/3410.tif
D:\dataset_chain\water\input0/train/3411.tif,D:\dataset_chain\water\input0/train_label/3411.tif
D:\dataset_chain\water\input0/train/3412.tif,D:\dataset_chain\water\input0/train_label/3412.tif
D:\dataset_chain\water\input0/train/3413.tif,D:\dataset_chain\water\input0/train_label/3413.tif
D:\dataset_chain\water\input0/train/3414.tif,D:\dataset_chain\water\input0/train_label/3414.tif
D:\dataset_chain\water\input0/train/3415.tif,D:\dataset_chain\water\input0/train_label/3415.tif
D:\dataset_chain\water\input0/train/3416.tif,D:\dataset_chain\water\input0/train_label/3416.tif
D:\dataset_chain\water\input0/train/3417.tif,D:\dataset_chain\water\input0/train_label/3417.tif
D:\dataset_chain\water\input0/train/3418.tif,D:\dataset_chain\water\input0/train_label/3418.tif
D:\dataset_chain\water\input0/train/3419.tif,D:\dataset_chain\water\input0/train_label/3419.tif
D:\dataset_chain\water\input0/train/3420.tif,D:\dataset_chain\water\input0/train_label/3420.tif
D:\dataset_chain\water\input0/train/3421.tif,D:\dataset_chain\water\input0/train_label/3421.tif
D:\dataset_chain\water\input0/train/3422.tif,D:\dataset_chain\water\input0/train_label/3422.tif
D:\dataset_chain\water\input0/train/3423.tif,D:\dataset_chain\water\input0/train_label/3423.tif
D:\dataset_chain\water\input0/train/3424.tif,D:\dataset_chain\water\input0/train_label/3424.tif
D:\dataset_chain\water\input0/train/3425.tif,D:\dataset_chain\water\input0/train_label/3425.tif
D:\dataset_chain\water\input0/train/3426.tif,D:\dataset_chain\water\input0/train_label/3426.tif
D:\dataset_chain\water\input0/train/3427.tif,D:\dataset_chain\water\input0/train_label/3427.tif
D:\dataset_chain\water\input0/train/3428.tif,D:\dataset_chain\water\input0/train_label/3428.tif
D:\dataset_chain\water\input0/train/3429.tif,D:\dataset_chain\water\input0/train_label/3429.tif
D:\dataset_chain\water\input0/train/3430.tif,D:\dataset_chain\water\input0/train_label/3430.tif
D:\dataset_chain\water\input0/train/3431.tif,D:\dataset_chain\water\input0/train_label/3431.tif
D:\dataset_chain\water\input0/train/3432.tif,D:\dataset_chain\water\input0/train_label/3432.tif
D:\dataset_chain\water\input0/train/3433.tif,D:\dataset_chain\water\input0/train_label/3433.tif
D:\dataset_chain\water\input0/train/3434.tif,D:\dataset_chain\water\input0/train_label/3434.tif
D:\dataset_chain\water\input0/train/3435.tif,D:\dataset_chain\water\input0/train_label/3435.tif
D:\dataset_chain\water\input0/train/3436.tif,D:\dataset_chain\water\input0/train_label/3436.tif
D:\dataset_chain\water\input0/train/3437.tif,D:\dataset_chain\water\input0/train_label/3437.tif
D:\dataset_chain\water\input0/train/3438.tif,D:\dataset_chain\water\input0/train_label/3438.tif
D:\dataset_chain\water\input0/train/3439.tif,D:\dataset_chain\water\input0/train_label/3439.tif
D:\dataset_chain\water\input0/train/3440.tif,D:\dataset_chain\water\input0/train_label/3440.tif
D:\dataset_chain\water\input0/train/3441.tif,D:\dataset_chain\water\input0/train_label/3441.tif
D:\dataset_chain\water\input0/train/3442.tif,D:\dataset_chain\water\input0/train_label/3442.tif
D:\dataset_chain\water\input0/train/3443.tif,D:\dataset_chain\water\input0/train_label/3443.tif
D:\dataset_chain\water\input0/train/3444.tif,D:\dataset_chain\water\input0/train_label/3444.tif
D:\dataset_chain\water\input0/train/3445.tif,D:\dataset_chain\water\input0/train_label/3445.tif
D:\dataset_chain\water\input0/train/3446.tif,D:\dataset_chain\water\input0/train_label/3446.tif
D:\dataset_chain\water\input0/train/3447.tif,D:\dataset_chain\water\input0/train_label/3447.tif
D:\dataset_chain\water\input0/train/3448.tif,D:\dataset_chain\water\input0/train_label/3448.tif
D:\dataset_chain\water\input0/train/3449.tif,D:\dataset_chain\water\input0/train_label/3449.tif
D:\dataset_chain\water\input0/train/3450.tif,D:\dataset_chain\water\input0/train_label/3450.tif
D:\dataset_chain\water\input0/train/3451.tif,D:\dataset_chain\water\input0/train_label/3451.tif
D:\dataset_chain\water\input0/train/3452.tif,D:\dataset_chain\water\input0/train_label/3452.tif
D:\dataset_chain\water\input0/train/3453.tif,D:\dataset_chain\water\input0/train_label/3453.tif
D:\dataset_chain\water\input0/train/3454.tif,D:\dataset_chain\water\input0/train_label/3454.tif
D:\dataset_chain\water\input0/train/3455.tif,D:\dataset_chain\water\input0/train_label/3455.tif
D:\dataset_chain\water\input0/train/3456.tif,D:\dataset_chain\water\input0/train_label/3456.tif
D:\dataset_chain\water\input0/train/3457.tif,D:\dataset_chain\water\input0/train_label/3457.tif
D:\dataset_chain\water\input0/train/3458.tif,D:\dataset_chain\water\input0/train_label/3458.tif
D:\dataset_chain\water\input0/train/3459.tif,D:\dataset_chain\water\input0/train_label/3459.tif
D:\dataset_chain\water\input0/train/3460.tif,D:\dataset_chain\water\input0/train_label/3460.tif
D:\dataset_chain\water\input0/train/3461.tif,D:\dataset_chain\water\input0/train_label/3461.tif
D:\dataset_chain\water\input0/train/3462.tif,D:\dataset_chain\water\input0/train_label/3462.tif
D:\dataset_chain\water\input0/train/3463.tif,D:\dataset_chain\water\input0/train_label/3463.tif
D:\dataset_chain\water\input0/train/3464.tif,D:\dataset_chain\water\input0/train_label/3464.tif
D:\dataset_chain\water\input0/train/3465.tif,D:\dataset_chain\water\input0/train_label/3465.tif
D:\dataset_chain\water\input0/train/3466.tif,D:\dataset_chain\water\input0/train_label/3466.tif
D:\dataset_chain\water\input0/train/3467.tif,D:\dataset_chain\water\input0/train_label/3467.tif
D:\dataset_chain\water\input0/train/3468.tif,D:\dataset_chain\water\input0/train_label/3468.tif
D:\dataset_chain\water\input0/train/3469.tif,D:\dataset_chain\water\input0/train_label/3469.tif
D:\dataset_chain\water\input0/train/3470.tif,D:\dataset_chain\water\input0/train_label/3470.tif
D:\dataset_chain\water\input0/train/3471.tif,D:\dataset_chain\water\input0/train_label/3471.tif
D:\dataset_chain\water\input0/train/3472.tif,D:\dataset_chain\water\input0/train_label/3472.tif
D:\dataset_chain\water\input0/train/3473.tif,D:\dataset_chain\water\input0/train_label/3473.tif
D:\dataset_chain\water\input0/train/3474.tif,D:\dataset_chain\water\input0/train_label/3474.tif
D:\dataset_chain\water\input0/train/3475.tif,D:\dataset_chain\water\input0/train_label/3475.tif
D:\dataset_chain\water\input0/train/3476.tif,D:\dataset_chain\water\input0/train_label/3476.tif
D:\dataset_chain\water\input0/train/3477.tif,D:\dataset_chain\water\input0/train_label/3477.tif
D:\dataset_chain\water\input0/train/3478.tif,D:\dataset_chain\water\input0/train_label/3478.tif
D:\dataset_chain\water\input0/train/3479.tif,D:\dataset_chain\water\input0/train_label/3479.tif
D:\dataset_chain\water\input0/train/3480.tif,D:\dataset_chain\water\input0/train_label/3480.tif
D:\dataset_chain\water\input0/train/3481.tif,D:\dataset_chain\water\input0/train_label/3481.tif
D:\dataset_chain\water\input0/train/3482.tif,D:\dataset_chain\water\input0/train_label/3482.tif
D:\dataset_chain\water\input0/train/3483.tif,D:\dataset_chain\water\input0/train_label/3483.tif
D:\dataset_chain\water\input0/train/3484.tif,D:\dataset_chain\water\input0/train_label/3484.tif
D:\dataset_chain\water\input0/train/3485.tif,D:\dataset_chain\water\input0/train_label/3485.tif
D:\dataset_chain\water\input0/train/3486.tif,D:\dataset_chain\water\input0/train_label/3486.tif
D:\dataset_chain\water\input0/train/3487.tif,D:\dataset_chain\water\input0/train_label/3487.tif
D:\dataset_chain\water\input0/train/3488.tif,D:\dataset_chain\water\input0/train_label/3488.tif
D:\dataset_chain\water\input0/train/3489.tif,D:\dataset_chain\water\input0/train_label/3489.tif
D:\dataset_chain\water\input0/train/3490.tif,D:\dataset_chain\water\input0/train_label/3490.tif
D:\dataset_chain\water\input0/train/3491.tif,D:\dataset_chain\water\input0/train_label/3491.tif
D:\dataset_chain\water\input0/train/3492.tif,D:\dataset_chain\water\input0/train_label/3492.tif
D:\dataset_chain\water\input0/train/3493.tif,D:\dataset_chain\water\input0/train_label/3493.tif
D:\dataset_chain\water\input0/train/3494.tif,D:\dataset_chain\water\input0/train_label/3494.tif
D:\dataset_chain\water\input0/train/3495.tif,D:\dataset_chain\water\input0/train_label/3495.tif
D:\dataset_chain\water\input0/train/3496.tif,D:\dataset_chain\water\input0/train_label/3496.tif
D:\dataset_chain\water\input0/train/3497.tif,D:\dataset_chain\water\input0/train_label/3497.tif
D:\dataset_chain\water\input0/train/3498.tif,D:\dataset_chain\water\input0/train_label/3498.tif
D:\dataset_chain\water\input0/train/3499.tif,D:\dataset_chain\water\input0/train_label/3499.tif
D:\dataset_chain\water\input0/train/3500.tif,D:\dataset_chain\water\input0/train_label/3500.tif
D:\dataset_chain\water\input0/train/3501.tif,D:\dataset_chain\water\input0/train_label/3501.tif
D:\dataset_chain\water\input0/train/3502.tif,D:\dataset_chain\water\input0/train_label/3502.tif
D:\dataset_chain\water\input0/train/3503.tif,D:\dataset_chain\water\input0/train_label/3503.tif
D:\dataset_chain\water\input0/train/3504.tif,D:\dataset_chain\water\input0/train_label/3504.tif
D:\dataset_chain\water\input0/train/3505.tif,D:\dataset_chain\water\input0/train_label/3505.tif
D:\dataset_chain\water\input0/train/3506.tif,D:\dataset_chain\water\input0/train_label/3506.tif
D:\dataset_chain\water\input0/train/3507.tif,D:\dataset_chain\water\input0/train_label/3507.tif
D:\dataset_chain\water\input0/train/3508.tif,D:\dataset_chain\water\input0/train_label/3508.tif
D:\dataset_chain\water\input0/train/3509.tif,D:\dataset_chain\water\input0/train_label/3509.tif
D:\dataset_chain\water\input0/train/3510.tif,D:\dataset_chain\water\input0/train_label/3510.tif
D:\dataset_chain\water\input0/train/3511.tif,D:\dataset_chain\water\input0/train_label/3511.tif
D:\dataset_chain\water\input0/train/3512.tif,D:\dataset_chain\water\input0/train_label/3512.tif
D:\dataset_chain\water\input0/train/3513.tif,D:\dataset_chain\water\input0/train_label/3513.tif
D:\dataset_chain\water\input0/train/3514.tif,D:\dataset_chain\water\input0/train_label/3514.tif
D:\dataset_chain\water\input0/train/3515.tif,D:\dataset_chain\water\input0/train_label/3515.tif
D:\dataset_chain\water\input0/train/3516.tif,D:\dataset_chain\water\input0/train_label/3516.tif
D:\dataset_chain\water\input0/train/3517.tif,D:\dataset_chain\water\input0/train_label/3517.tif
D:\dataset_chain\water\input0/train/3518.tif,D:\dataset_chain\water\input0/train_label/3518.tif
D:\dataset_chain\water\input0/train/3519.tif,D:\dataset_chain\water\input0/train_label/3519.tif
D:\dataset_chain\water\input0/train/3520.tif,D:\dataset_chain\water\input0/train_label/3520.tif
D:\dataset_chain\water\input0/train/3521.tif,D:\dataset_chain\water\input0/train_label/3521.tif
D:\dataset_chain\water\input0/train/3522.tif,D:\dataset_chain\water\input0/train_label/3522.tif
D:\dataset_chain\water\input0/train/3523.tif,D:\dataset_chain\water\input0/train_label/3523.tif
D:\dataset_chain\water\input0/train/3524.tif,D:\dataset_chain\water\input0/train_label/3524.tif
D:\dataset_chain\water\input0/train/3525.tif,D:\dataset_chain\water\input0/train_label/3525.tif
D:\dataset_chain\water\input0/train/3526.tif,D:\dataset_chain\water\input0/train_label/3526.tif
D:\dataset_chain\water\input0/train/3527.tif,D:\dataset_chain\water\input0/train_label/3527.tif
D:\dataset_chain\water\input0/train/3528.tif,D:\dataset_chain\water\input0/train_label/3528.tif
D:\dataset_chain\water\input0/train/3529.tif,D:\dataset_chain\water\input0/train_label/3529.tif
D:\dataset_chain\water\input0/train/3530.tif,D:\dataset_chain\water\input0/train_label/3530.tif
D:\dataset_chain\water\input0/train/3531.tif,D:\dataset_chain\water\input0/train_label/3531.tif
D:\dataset_chain\water\input0/train/3532.tif,D:\dataset_chain\water\input0/train_label/3532.tif
D:\dataset_chain\water\input0/train/3533.tif,D:\dataset_chain\water\input0/train_label/3533.tif
D:\dataset_chain\water\input0/train/3534.tif,D:\dataset_chain\water\input0/train_label/3534.tif
D:\dataset_chain\water\input0/train/3535.tif,D:\dataset_chain\water\input0/train_label/3535.tif
D:\dataset_chain\water\input0/train/3536.tif,D:\dataset_chain\water\input0/train_label/3536.tif
D:\dataset_chain\water\input0/train/3537.tif,D:\dataset_chain\water\input0/train_label/3537.tif
D:\dataset_chain\water\input0/train/3538.tif,D:\dataset_chain\water\input0/train_label/3538.tif
D:\dataset_chain\water\input0/train/3539.tif,D:\dataset_chain\water\input0/train_label/3539.tif
D:\dataset_chain\water\input0/train/3540.tif,D:\dataset_chain\water\input0/train_label/3540.tif
D:\dataset_chain\water\input0/train/3541.tif,D:\dataset_chain\water\input0/train_label/3541.tif
D:\dataset_chain\water\input0/train/3542.tif,D:\dataset_chain\water\input0/train_label/3542.tif
D:\dataset_chain\water\input0/train/3543.tif,D:\dataset_chain\water\input0/train_label/3543.tif
D:\dataset_chain\water\input0/train/3544.tif,D:\dataset_chain\water\input0/train_label/3544.tif
D:\dataset_chain\water\input0/train/3545.tif,D:\dataset_chain\water\input0/train_label/3545.tif
D:\dataset_chain\water\input0/train/3546.tif,D:\dataset_chain\water\input0/train_label/3546.tif
D:\dataset_chain\water\input0/train/3547.tif,D:\dataset_chain\water\input0/train_label/3547.tif
D:\dataset_chain\water\input0/train/3548.tif,D:\dataset_chain\water\input0/train_label/3548.tif
D:\dataset_chain\water\input0/train/3549.tif,D:\dataset_chain\water\input0/train_label/3549.tif
D:\dataset_chain\water\input0/train/3550.tif,D:\dataset_chain\water\input0/train_label/3550.tif
D:\dataset_chain\water\input0/train/3551.tif,D:\dataset_chain\water\input0/train_label/3551.tif
D:\dataset_chain\water\input0/train/3552.tif,D:\dataset_chain\water\input0/train_label/3552.tif
D:\dataset_chain\water\input0/train/3553.tif,D:\dataset_chain\water\input0/train_label/3553.tif
D:\dataset_chain\water\input0/train/3554.tif,D:\dataset_chain\water\input0/train_label/3554.tif
D:\dataset_chain\water\input0/train/3555.tif,D:\dataset_chain\water\input0/train_label/3555.tif
D:\dataset_chain\water\input0/train/3556.tif,D:\dataset_chain\water\input0/train_label/3556.tif
D:\dataset_chain\water\input0/train/3557.tif,D:\dataset_chain\water\input0/train_label/3557.tif
D:\dataset_chain\water\input0/train/3558.tif,D:\dataset_chain\water\input0/train_label/3558.tif
D:\dataset_chain\water\input0/train/3559.tif,D:\dataset_chain\water\input0/train_label/3559.tif
D:\dataset_chain\water\input0/train/3560.tif,D:\dataset_chain\water\input0/train_label/3560.tif
D:\dataset_chain\water\input0/train/3561.tif,D:\dataset_chain\water\input0/train_label/3561.tif
D:\dataset_chain\water\input0/train/3562.tif,D:\dataset_chain\water\input0/train_label/3562.tif
D:\dataset_chain\water\input0/train/3563.tif,D:\dataset_chain\water\input0/train_label/3563.tif
D:\dataset_chain\water\input0/train/3564.tif,D:\dataset_chain\water\input0/train_label/3564.tif
D:\dataset_chain\water\input0/train/3565.tif,D:\dataset_chain\water\input0/train_label/3565.tif
D:\dataset_chain\water\input0/train/3566.tif,D:\dataset_chain\water\input0/train_label/3566.tif
